Unnamed: 0,subjid,g,d,c,rt_mu,rt_sd,ice,prob,notation,operation,operands,denoms,key,steps,time,acc,ans,KDON_AS,KDON_OG,CDON_AS,CDON_OG,ONOD_M,ONOD_OG,CROP_M,ICDM_D,ICDM_OG
10,657,0.07,0.5,5,6,1,50,3/5*1/4,fraction,mul,FR,UD,0.15,17,0.05611450201831758,1,3/20,0,0,0,1,0,0,0,0,0
11,657,0.07,0.5,5,6,1,50,2/3*3/5,fraction,mul,FR,UD,0.4,13,0.04262529802508652,0,9/10,0,0,0,0,0,0,1,0,0
12,657,0.07,0.5,5,6,1,50,3/5:1/5,fraction,div,FR,ED,3.0,11,0.02429600595496595,0,3/5,0,1,0,0,0,0,0,0,0
13,657,0.07,0.5,5,6,1,50,4/5:3/5,fraction,div,FR,ED,1.333333333333333,10,0.02817273116670549,0,1/1,0,0,0,0,0,1,0,0,0
14,657,0.07,0.5,5,6,1,50,3/5:1/4,fraction,div,FR,UD,2.4,10,0.02818894106894732,1,3/1.25,0,0,0,0,0,1,0,0,0
15,657,0.07,0.5,5,6,1,50,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.07552102813497186,0,1.111/15,0,0,0,1,0,0,0,0,0
0,618,0.07,0.1,5,6,1,75,3/5+1/5,fraction,add,FR,ED,0.8,12,0.07428886601701379,0,4/10,0,0,0,0,0,1,0,0,0
1,618,0.07,0.1,5,6,1,75,4/5+3/5,fraction,add,FR,ED,1.4,9,0.05152638093568385,1,7/5,1,0,0,0,0,0,0,0,0
2,618,0.07,0.1,5,6,1,75,3/5+1/4,fraction,add,FR,UD,0.85,12,0.07694086804986,0,4/9,0,0,0,0,0,1,0,0,0
3,618,0.07,0.1,5,6,1,75,2/3+3/5,fraction,add,FR,UD,1.266666666666667,12,0.07819556095637381,0,5/8,0,0,0,0,0,1,0,0,0
4,618,0.07,0.1,5,6,1,75,3/5-1/5,fraction,sub,FR,ED,0.4,8,0.04003781988285482,1,2/5,1,0,0,0,0,0,0,0,0
5,618,0.07,0.1,5,6,1,75,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,8,0.03788139205425978,1,1/5,1,0,0,0,0,0,0,0,0
6,618,0.07,0.1,5,6,1,75,3/5-1/4,fraction,sub,FR,UD,0.35,22,0.1367247689049691,1,7/20,0,0,1,0,0,0,0,0,0
7,618,0.07,0.1,5,6,1,75,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,10,0.05140610411763191,0,1/2,0,0,0,0,0,1,0,0,0
8,618,0.07,0.1,5,6,1,75,3/5*1/5,fraction,mul,FR,ED,0.12,12,0.07893735985271633,1,3/25,0,0,0,0,0,1,0,0,0
9,618,0.07,0.1,5,6,1,75,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,12,0.07712736097164452,1,12/25,0,0,0,0,0,1,0,0,0
10,618,0.07,0.1,5,6,1,75,3/5*1/4,fraction,mul,FR,UD,0.15,12,0.07580812810920179,1,3/20,0,0,0,0,0,1,0,0,0
11,618,0.07,0.1,5,6,1,75,2/3*3/5,fraction,mul,FR,UD,0.4,12,0.0740020559169352,1,6/15,0,0,0,0,0,1,0,0,0
12,618,0.07,0.1,5,6,1,75,3/5:1/5,fraction,div,FR,ED,3.0,10,0.05201758304610848,1,3/1,0,0,0,0,0,1,0,0,0
13,618,0.07,0.1,5,6,1,75,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.08463030611164868,1,20/15,0,0,0,0,0,0,0,1,0
14,618,0.07,0.1,5,6,1,75,3/5:1/4,fraction,div,FR,UD,2.4,10,0.05552453501150012,0,3/1,0,0,0,0,0,1,0,0,0
15,618,0.07,0.1,5,6,1,75,2/3:3/5,fraction,div,FR,UD,1.111111111111111,10,0.05521244090050459,0,1/0.6,0,0,0,0,0,1,0,0,0
0,229,0.03,0.3,5,4,1,100,3/5+1/5,fraction,add,FR,ED,0.8,9,0.03706388804130256,1,4/5,0,1,0,0,0,0,0,0,0
1,229,0.03,0.3,5,4,1,100,4/5+3/5,fraction,add,FR,ED,1.4,9,0.03723723883740604,1,7/5,0,1,0,0,0,0,0,0,0
2,229,0.03,0.3,5,4,1,100,3/5+1/4,fraction,add,FR,UD,0.85,55,0.2470814238768071,1,17/20,0,0,1,0,0,0,0,0,0
3,229,0.03,0.3,5,4,1,100,2/3+3/5,fraction,add,FR,UD,1.266666666666667,15,0.06103429500944912,0,5/8,0,0,0,0,0,1,0,0,0
4,229,0.03,0.3,5,4,1,100,3/5-1/5,fraction,sub,FR,ED,0.4,11,0.03335349401459098,1,2/5,0,1,0,0,0,0,0,0,0
5,229,0.03,0.3,5,4,1,100,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,10,0.03989666700363159,0,1/0,0,0,0,0,0,1,0,0,0
6,229,0.03,0.3,5,4,1,100,3/5-1/4,fraction,sub,FR,UD,0.35,33,0.1371504019480199,1,7/20,0,0,1,0,0,0,0,0,0
7,229,0.03,0.3,5,4,1,100,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,16,0.07058087596669793,0,-1/15,0,0,1,0,0,0,0,0,0
8,229,0.03,0.3,5,4,1,100,3/5*1/5,fraction,mul,FR,ED,0.12,9,0.03751047980040312,0,3/5,0,1,0,0,0,0,0,0,0
9,229,0.03,0.3,5,4,1,100,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,20,0.08313049003481865,0,4/3,0,0,0,0,0,0,1,0,0
10,229,0.03,0.3,5,4,1,100,3/5*1/4,fraction,mul,FR,UD,0.15,20,0.08296719496138394,1,3/20,0,0,0,1,0,0,0,0,0
11,229,0.03,0.3,5,4,1,100,2/3*3/5,fraction,mul,FR,UD,0.4,12,0.05625704303383827,1,6/15,0,0,0,0,0,1,0,0,0
12,229,0.03,0.3,5,4,1,100,3/5:1/5,fraction,div,FR,ED,3.0,11,0.03311279509216547,0,3/5,0,1,0,0,0,0,0,0,0
13,229,0.03,0.3,5,4,1,100,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.06151028210297227,0,15/20,0,0,0,0,0,0,0,0,1
14,229,0.03,0.3,5,4,1,100,3/5:1/4,fraction,div,FR,UD,2.4,13,0.04380472702905536,0,3/1,0,0,0,0,0,1,0,0,0
15,229,0.03,0.3,5,4,1,100,2/3:3/5,fraction,div,FR,UD,1.111111111111111,18,0.06580923916772008,1,10/9,0,0,0,0,0,0,0,0,1
0,140,0.02,0.5,5,3,1,0,3/5+1/5,fraction,add,FR,ED,0.8,9,0.02804414089769125,1,4/5,1,0,0,0,0,0,0,0,0
1,140,0.02,0.5,5,3,1,0,4/5+3/5,fraction,add,FR,ED,1.4,12,0.02955509815365076,1,7/5,1,0,0,0,0,0,0,0,0
2,140,0.02,0.5,5,3,1,0,3/5+1/4,fraction,add,FR,UD,0.85,12,0.04056855803355575,0,4/9,0,0,0,0,0,1,0,0,0
3,140,0.02,0.5,5,3,1,0,2/3+3/5,fraction,add,FR,UD,1.266666666666667,42,0.1051936300937086,0,12/15,0,0,1,0,0,0,0,0,0
4,140,0.02,0.5,5,3,1,0,3/5-1/5,fraction,sub,FR,ED,0.4,8,0.02114000800065696,1,2/5,0,1,0,0,0,0,0,0,0
5,140,0.02,0.5,5,3,1,0,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,13,0.03256775112822652,0,-1/2,0,0,0,0,0,0,0,0,1
6,140,0.02,0.5,5,3,1,0,3/5-1/4,fraction,sub,FR,UD,0.35,16,0.03571608709171414,0,-1/4,0,0,0,0,0,0,0,0,1
7,140,0.02,0.5,5,3,1,0,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,45,0.1237894159276038,1,1/15,0,0,1,0,0,0,0,0,0
8,140,0.02,0.5,5,3,1,0,3/5*1/5,fraction,mul,FR,ED,0.12,12,0.02958745695650578,0,3/5,0,1,0,0,0,0,0,0,0
9,140,0.02,0.5,5,3,1,0,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,112,0.4054563159588724,0,12/30,0,0,0,0,1,0,0,0,0
10,140,0.02,0.5,5,3,1,0,3/5*1/4,fraction,mul,FR,UD,0.15,18,0.04820336401462555,0,5/12,0,0,0,0,0,0,0,0,1
11,140,0.02,0.5,5,3,1,0,2/3*3/5,fraction,mul,FR,UD,0.4,24,0.08419130183756351,1,2/5,0,0,0,1,0,0,0,0,0
12,140,0.02,0.5,5,3,1,0,3/5:1/5,fraction,div,FR,ED,3.0,22,0.07667101710103452,1,3/1,0,0,0,0,0,0,0,1,0
13,140,0.02,0.5,5,3,1,0,4/5:3/5,fraction,div,FR,ED,1.333333333333333,8,0.02563636912964284,0,1.333/5,0,1,0,0,0,0,0,0,0
14,140,0.02,0.5,5,3,1,0,3/5:1/4,fraction,div,FR,UD,2.4,19,0.06011983007192612,0,3/20,0,0,0,1,0,0,0,0,0
15,140,0.02,0.5,5,3,1,0,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.0667376508936286,0,2/5,0,0,0,0,0,0,0,0,1
0,149,0.02,0.5,5,4,1,100,3/5+1/5,fraction,add,FR,ED,0.8,9,0.02483899402432144,1,4/5,0,1,0,0,0,0,0,0,0
1,149,0.02,0.5,5,4,1,100,4/5+3/5,fraction,add,FR,ED,1.4,18,0.04244995303452015,0,8/9,0,0,0,0,0,0,0,0,1
2,149,0.02,0.5,5,4,1,100,3/5+1/4,fraction,add,FR,UD,0.85,55,0.166960246860981,1,17/20,0,0,0,1,0,0,0,0,0
3,149,0.02,0.5,5,4,1,100,2/3+3/5,fraction,add,FR,UD,1.266666666666667,63,0.1573457580525428,1,19/15,0,0,1,0,0,0,0,0,0
4,149,0.02,0.5,5,4,1,100,3/5-1/5,fraction,sub,FR,ED,0.4,20,0.04807327105663717,0,2/-1,0,0,0,0,0,0,0,0,1
5,149,0.02,0.5,5,4,1,100,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,16,0.03280508401803672,0,-1/2,0,0,0,0,0,0,0,0,1
6,149,0.02,0.5,5,4,1,100,3/5-1/4,fraction,sub,FR,UD,0.35,36,0.09283265518024564,1,7/20,0,0,1,0,0,0,0,0,0
7,149,0.02,0.5,5,4,1,100,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,13,0.02918983600102365,0,-1/-2,0,0,0,0,0,0,0,0,1
8,149,0.02,0.5,5,4,1,100,3/5*1/5,fraction,mul,FR,ED,0.12,15,0.03891241503879428,1,3/25,0,0,0,0,1,0,0,0,0
9,149,0.02,0.5,5,4,1,100,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,22,0.05535023799166083,0,4/3,0,0,0,0,0,0,0,0,1
10,149,0.02,0.5,5,4,1,100,3/5*1/4,fraction,mul,FR,UD,0.15,15,0.04093060502782464,1,3/20,0,0,0,0,0,1,0,0,0
11,149,0.02,0.5,5,4,1,100,2/3*3/5,fraction,mul,FR,UD,0.4,19,0.05846739304251969,1,2/5,0,0,0,0,0,1,0,0,0
12,149,0.02,0.5,5,4,1,100,3/5:1/5,fraction,div,FR,ED,3.0,15,0.04136238689534366,1,15/5,0,0,0,0,0,0,0,0,1
13,149,0.02,0.5,5,4,1,100,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.04048509290441871,0,12/25,0,0,0,0,0,0,0,0,1
14,149,0.02,0.5,5,4,1,100,3/5:1/4,fraction,div,FR,UD,2.4,22,0.07419430115260184,0,2.4/20,0,0,0,1,0,0,0,0,0
15,149,0.02,0.5,5,4,1,100,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.07264623302035034,0,1.111/15,0,0,0,1,0,0,0,0,0
0,431,0.05,0.3,5,5,1,25,3/5+1/5,fraction,add,FR,ED,0.8,12,0.06012021191418171,0,4/10,0,0,0,0,0,1,0,0,0
1,431,0.05,0.3,5,5,1,25,4/5+3/5,fraction,add,FR,ED,1.4,18,0.06961903488263488,0,9/8,0,0,0,0,0,0,0,0,1
2,431,0.05,0.3,5,5,1,25,3/5+1/4,fraction,add,FR,UD,0.85,12,0.05895001091994345,0,4/9,0,0,0,0,0,1,0,0,0
3,431,0.05,0.3,5,5,1,25,2/3+3/5,fraction,add,FR,UD,1.266666666666667,17,0.08245971892029047,0,5/15,0,0,0,1,0,0,0,0,0
4,431,0.05,0.3,5,5,1,25,3/5-1/5,fraction,sub,FR,ED,0.4,11,0.03507661400362849,1,2/5,1,0,0,0,0,0,0,0,0
5,431,0.05,0.3,5,5,1,25,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,8,0.03060946613550186,1,1/5,0,1,0,0,0,0,0,0,0
6,431,0.05,0.3,5,5,1,25,3/5-1/4,fraction,sub,FR,UD,0.35,10,0.04176791501231492,0,2/1,0,0,0,0,0,1,0,0,0
7,431,0.05,0.3,5,5,1,25,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,25,0.1172628379426897,1,1/15,0,0,1,0,0,0,0,0,0
8,431,0.05,0.3,5,5,1,25,3/5*1/5,fraction,mul,FR,ED,0.12,20,0.08837741310708225,0,1/3,0,0,0,0,0,0,1,0,0
9,431,0.05,0.3,5,5,1,25,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,9,0.03913853596895933,0,12/5,0,1,0,0,0,0,0,0,0
10,431,0.05,0.3,5,5,1,25,3/5*1/4,fraction,mul,FR,UD,0.15,12,0.05896083591505885,1,3/20,0,0,0,0,0,1,0,0,0
11,431,0.05,0.3,5,5,1,25,2/3*3/5,fraction,mul,FR,UD,0.4,12,0.05923534603789449,1,6/15,0,0,0,0,0,1,0,0,0
12,431,0.05,0.3,5,5,1,25,3/5:1/5,fraction,div,FR,ED,3.0,15,0.0647273410577327,0,3/25,0,0,0,0,0,0,0,0,1
13,431,0.05,0.3,5,5,1,25,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.06457300204783678,0,15/20,0,0,0,0,0,0,0,0,1
14,431,0.05,0.3,5,5,1,25,3/5:1/4,fraction,div,FR,UD,2.4,33,0.1430322949308902,0,2/20,0,0,0,1,0,0,0,0,0
15,431,0.05,0.3,5,5,1,25,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.1130005279555917,0,1.111/15,0,0,0,1,0,0,0,0,0
0,595,0.06,0.9,5,6,1,0,3/5+1/5,fraction,add,FR,ED,0.8,12,0.04595236713066697,0,4/10,0,0,0,0,0,1,0,0,0
1,595,0.06,0.9,5,6,1,0,4/5+3/5,fraction,add,FR,ED,1.4,15,0.04703261004760861,0,7/10,0,0,0,0,0,1,0,0,0
2,595,0.06,0.9,5,6,1,0,3/5+1/4,fraction,add,FR,UD,0.85,47,0.1787056559696794,1,17/20,0,0,0,1,0,0,0,0,0
3,595,0.06,0.9,5,6,1,0,2/3+3/5,fraction,add,FR,UD,1.266666666666667,24,0.08391587482765317,0,1/3,0,0,1,0,0,0,0,0,0
4,595,0.06,0.9,5,6,1,0,3/5-1/5,fraction,sub,FR,ED,0.4,10,0.03256708569824696,0,2/0,0,0,0,0,0,1,0,0,0
5,595,0.06,0.9,5,6,1,0,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,8,0.02343115536496043,1,1/5,1,0,0,0,0,0,0,0,0
6,595,0.06,0.9,5,6,1,0,3/5-1/4,fraction,sub,FR,UD,0.35,36,0.1096733948215842,1,7/20,0,0,1,0,0,0,0,0,0
7,595,0.06,0.9,5,6,1,0,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,45,0.1237917980179191,1,1/15,0,0,0,1,0,0,0,0,0
8,595,0.06,0.9,5,6,1,0,3/5*1/5,fraction,mul,FR,ED,0.12,15,0.04238236788660288,1,3/25,0,0,0,0,1,0,0,0,0
9,595,0.06,0.9,5,6,1,0,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,12,0.03119697188958526,0,12/5,0,1,0,0,0,0,0,0,0
10,595,0.06,0.9,5,6,1,0,3/5*1/4,fraction,mul,FR,UD,0.15,12,0.04520949488505721,1,3/20,0,0,0,0,1,0,0,0,0
11,595,0.06,0.9,5,6,1,0,2/3*3/5,fraction,mul,FR,UD,0.4,12,0.04553464567288756,1,6/15,0,0,0,0,1,0,0,0,0
12,595,0.06,0.9,5,6,1,0,3/5:1/5,fraction,div,FR,ED,3.0,22,0.06915262108668685,1,3/1,0,0,0,0,0,0,0,1,0
13,595,0.06,0.9,5,6,1,0,4/5:3/5,fraction,div,FR,ED,1.333333333333333,8,0.02377881528809667,0,1.333/5,0,1,0,0,0,0,0,0,0
14,595,0.06,0.9,5,6,1,0,3/5:1/4,fraction,div,FR,UD,2.4,18,0.05254636239260435,1,12/5,0,0,0,0,0,0,0,0,1
15,595,0.06,0.9,5,6,1,0,2/3:3/5,fraction,div,FR,UD,1.111111111111111,18,0.05179597996175289,1,10/9,0,0,0,0,0,0,0,1,0
0,175,0.02,0.7,5,6,1,0,3/5+1/5,fraction,add,FR,ED,0.8,12,0.05777700315229595,0,4/10,0,0,0,0,0,1,0,0,0
1,175,0.02,0.7,5,6,1,0,4/5+3/5,fraction,add,FR,ED,1.4,12,0.04176928219385445,1,7/5,0,1,0,0,0,0,0,0,0
2,175,0.02,0.7,5,6,1,0,3/5+1/4,fraction,add,FR,UD,0.85,15,0.06328644789755344,0,4/9,0,0,0,0,0,0,0,0,1
3,175,0.02,0.7,5,6,1,0,2/3+3/5,fraction,add,FR,UD,1.266666666666667,159,0.7478301299270242,0,5/36,0,0,0,1,0,0,0,0,0
4,175,0.02,0.7,5,6,1,0,3/5-1/5,fraction,sub,FR,ED,0.4,17,0.06485622096806765,0,1/0,0,0,0,0,0,1,0,0,0
5,175,0.02,0.7,5,6,1,0,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,16,0.04931734502315521,0,2/-1,0,0,0,0,0,0,0,0,1
6,175,0.02,0.7,5,6,1,0,3/5-1/4,fraction,sub,FR,UD,0.35,150,0.6255968587938696,0,2/23,0,0,1,0,0,0,0,0,0
7,175,0.02,0.7,5,6,1,0,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,185,0.8673370769247413,0,02/15,0,0,0,1,0,0,0,0,0
8,175,0.02,0.7,5,6,1,0,3/5*1/5,fraction,mul,FR,ED,0.12,32,0.1150641939602792,0,9/5,0,0,0,0,0,0,0,0,1
9,175,0.02,0.7,5,6,1,0,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,13,0.04301038198173046,0,4/5,0,1,0,0,0,0,0,0,0
10,175,0.02,0.7,5,6,1,0,3/5*1/4,fraction,mul,FR,UD,0.15,399,2.278929698048159,0,5/2,0,0,0,1,0,0,0,0,0
11,175,0.02,0.7,5,6,1,0,2/3*3/5,fraction,mul,FR,UD,0.4,77,0.33885368402116,0,1/3,0,0,0,0,0,1,0,0,0
12,175,0.02,0.7,5,6,1,0,3/5:1/5,fraction,div,FR,ED,3.0,8,0.02950885100290179,0,3/5,0,1,0,0,0,0,0,0,0
13,175,0.02,0.7,5,6,1,0,4/5:3/5,fraction,div,FR,ED,1.333333333333333,248,1.22073858208023,0,8/47,0,0,0,0,0,0,0,1,0
14,175,0.02,0.7,5,6,1,0,3/5:1/4,fraction,div,FR,UD,2.4,280,1.353264249162748,0,3/21,0,0,0,1,0,0,0,0,0
15,175,0.02,0.7,5,6,1,0,2/3:3/5,fraction,div,FR,UD,1.111111111111111,129,0.5919434919487685,0,1.667/10,0,0,0,1,0,0,0,0,0
0,321,0.04,0.3,5,3,1,25,3/5+1/5,fraction,add,FR,ED,0.8,19,0.0980158168822527,0,2/5,0,0,0,0,0,1,0,0,0
1,321,0.04,0.3,5,3,1,25,4/5+3/5,fraction,add,FR,ED,1.4,12,0.04976931191049516,1,7/5,0,1,0,0,0,0,0,0,0
2,321,0.04,0.3,5,3,1,25,3/5+1/4,fraction,add,FR,UD,0.85,12,0.06738301506265998,0,4/9,0,0,0,0,0,1,0,0,0
3,321,0.04,0.3,5,3,1,25,2/3+3/5,fraction,add,FR,UD,1.266666666666667,15,0.08015147014521062,0,5/8,0,0,0,0,0,0,0,0,1
4,321,0.04,0.3,5,3,1,25,3/5-1/5,fraction,sub,FR,ED,0.4,13,0.059123027138412,0,2/4,0,0,0,0,0,0,0,0,1
5,321,0.04,0.3,5,3,1,25,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,13,0.05906915804371238,0,1/0,0,0,0,0,0,0,0,0,1
6,321,0.04,0.3,5,3,1,25,3/5-1/4,fraction,sub,FR,UD,0.35,22,0.1356593479868025,1,7/20,0,0,1,0,0,0,0,0,0
7,321,0.04,0.3,5,3,1,25,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,22,0.1392960709054023,1,1/15,0,0,1,0,0,0,0,0,0
8,321,0.04,0.3,5,3,1,25,3/5*1/5,fraction,mul,FR,ED,0.12,9,0.04927856521680951,0,3/5,0,1,0,0,0,0,0,0,0
9,321,0.04,0.3,5,3,1,25,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,12,0.0709007119294256,1,12/25,0,0,0,0,1,0,0,0,0
10,321,0.04,0.3,5,3,1,25,3/5*1/4,fraction,mul,FR,UD,0.15,15,0.07068300899118185,1,3/20,0,0,0,0,1,0,0,0,0
11,321,0.04,0.3,5,3,1,25,2/3*3/5,fraction,mul,FR,UD,0.4,12,0.0723944678902626,1,6/15,0,0,0,0,0,1,0,0,0
12,321,0.04,0.3,5,3,1,25,3/5:1/5,fraction,div,FR,ED,3.0,15,0.08036897098645568,1,15/5,0,0,0,0,0,0,0,0,1
13,321,0.04,0.3,5,3,1,25,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.07826264388859272,1,20/15,0,0,0,0,0,0,0,0,1
14,321,0.04,0.3,5,3,1,25,3/5:1/4,fraction,div,FR,UD,2.4,33,0.177210666006431,0,2.4/20,0,0,0,1,0,0,0,0,0
15,321,0.04,0.3,5,3,1,25,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.1372090401127934,0,1.111/15,0,0,0,1,0,0,0,0,0
0,799,0.08,0.9,5,6,1,100,3/5+1/5,fraction,add,FR,ED,0.8,12,0.02920944010838866,1,4/5,1,0,0,0,0,0,0,0,0
1,799,0.08,0.9,5,6,1,100,4/5+3/5,fraction,add,FR,ED,1.4,12,0.0285704149864614,1,7/5,1,0,0,0,0,0,0,0,0
2,799,0.08,0.9,5,6,1,100,3/5+1/4,fraction,add,FR,UD,0.85,47,0.1520672901533544,1,17/20,0,0,0,1,0,0,0,0,0
3,799,0.08,0.9,5,6,1,100,2/3+3/5,fraction,add,FR,UD,1.266666666666667,46,0.1069356689695269,1,19/15,0,0,0,1,0,0,0,0,0
4,799,0.08,0.9,5,6,1,100,3/5-1/5,fraction,sub,FR,ED,0.4,11,0.02262003603391349,1,2/5,1,0,0,0,0,0,0,0,0
5,799,0.08,0.9,5,6,1,100,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,11,0.02241212408989668,1,1/5,1,0,0,0,0,0,0,0,0
6,799,0.08,0.9,5,6,1,100,3/5-1/4,fraction,sub,FR,UD,0.35,36,0.0950579009950161,1,7/20,0,0,0,1,0,0,0,0,0
7,799,0.08,0.9,5,6,1,100,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,25,0.07887074793688953,1,1/15,0,0,0,1,0,0,0,0,0
8,799,0.08,0.9,5,6,1,100,3/5*1/5,fraction,mul,FR,ED,0.12,12,0.03006316721439362,0,3/5,0,1,0,0,0,0,0,0,0
9,799,0.08,0.9,5,6,1,100,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,12,0.02889509708620608,0,12/5,0,1,0,0,0,0,0,0,0
10,799,0.08,0.9,5,6,1,100,3/5*1/4,fraction,mul,FR,UD,0.15,20,0.0576923550106585,1,3/20,0,0,0,1,0,0,0,0,0
11,799,0.08,0.9,5,6,1,100,2/3*3/5,fraction,mul,FR,UD,0.4,24,0.08219648618251085,1,2/5,0,0,0,1,0,0,0,0,0
12,799,0.08,0.9,5,6,1,100,3/5:1/5,fraction,div,FR,ED,3.0,22,0.06002860306762159,1,3/1,0,0,0,0,0,0,0,0,1
13,799,0.08,0.9,5,6,1,100,4/5:3/5,fraction,div,FR,ED,1.333333333333333,10,0.02568752109073102,0,1.333/1,0,0,0,0,0,1,0,0,0
14,799,0.08,0.9,5,6,1,100,3/5:1/4,fraction,div,FR,UD,2.4,19,0.05281742406077683,0,3/20,0,0,0,1,0,0,0,0,0
15,799,0.08,0.9,5,6,1,100,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.07622335711494088,0,1.111/15,0,0,0,1,0,0,0,0,0
0,824,0.09,0.3,5,3,1,100,3/5+1/5,fraction,add,FR,ED,0.8,12,0.06449044798500836,0,4/10,0,0,0,0,0,1,0,0,0
1,824,0.09,0.3,5,3,1,100,4/5+3/5,fraction,add,FR,ED,1.4,12,0.04682329902425408,1,7/5,0,1,0,0,0,0,0,0,0
2,824,0.09,0.3,5,3,1,100,3/5+1/4,fraction,add,FR,UD,0.85,47,0.2515922349411994,1,17/20,0,0,0,1,0,0,0,0,0
3,824,0.09,0.3,5,3,1,100,2/3+3/5,fraction,add,FR,UD,1.266666666666667,46,0.2062309600878507,1,19/15,0,0,0,1,0,0,0,0,0
4,824,0.09,0.3,5,3,1,100,3/5-1/5,fraction,sub,FR,ED,0.4,11,0.03773065214045346,1,2/5,1,0,0,0,0,0,0,0,0
5,824,0.09,0.3,5,3,1,100,4/5-3/5,fraction,sub,FR,ED,0.2000000000000001,11,0.03734377888031304,1,1/5,1,0,0,0,0,0,0,0,0
6,824,0.09,0.3,5,3,1,100,3/5-1/4,fraction,sub,FR,UD,0.35,36,0.1665160269476473,1,7/20,0,0,0,1,0,0,0,0,0
7,824,0.09,0.3,5,3,1,100,2/3-3/5,fraction,sub,FR,UD,0.06666666666666665,19,0.08445120393298566,0,-1/15,0,0,0,1,0,0,0,0,0
8,824,0.09,0.3,5,3,1,100,3/5*1/5,fraction,mul,FR,ED,0.12,20,0.09554697596468031,0,1/3,0,0,0,0,0,0,1,0,0
9,824,0.09,0.3,5,3,1,100,4/5*3/5,fraction,mul,FR,ED,0.4800000000000001,12,0.04659600602462888,0,12/5,0,1,0,0,0,0,0,0,0
10,824,0.09,0.3,5,3,1,100,3/5*1/4,fraction,mul,FR,UD,0.15,53,0.3071449638810009,0,3/1,0,0,0,1,0,0,0,0,0
11,824,0.09,0.3,5,3,1,100,2/3*3/5,fraction,mul,FR,UD,0.4,50,0.2286169650033116,0,6/1,0,0,0,1,0,0,0,0,0
12,824,0.09,0.3,5,3,1,100,3/5:1/5,fraction,div,FR,ED,3.0,22,0.09820549190044403,0,1/3,0,0,0,0,0,0,0,0,1
13,824,0.09,0.3,5,3,1,100,4/5:3/5,fraction,div,FR,ED,1.333333333333333,15,0.06904831109568477,0,12/25,0,0,0,0,0,0,0,1,0
14,824,0.09,0.3,5,3,1,100,3/5:1/4,fraction,div,FR,UD,2.4,22,0.1215275770518929,0,2.4/20,0,0,0,1,0,0,0,0,0
15,824,0.09,0.3,5,3,1,100,2/3:3/5,fraction,div,FR,UD,1.111111111111111,22,0.1210646838881075,0,1.111/15,0,0,0,1,0,0,0,0,0
0,271,0.03,0.7,5,5,1,25,3/5+1/5,fraction,add,FR,ED,0.8,12,0.02928180899471045,1,4/5,1,0,0,0,0,0,0,0,0
1,271,0.03,0.7,5,5,1,25,4/5+3/5,fraction,add,FR,ED,1.4,12,0.02852854691445827,1,7/5,0,1,0,0,0,0,0,0,0
2,271,0.03,0.7,5,5,1,25,3/5+1/4,fraction,add,FR,UD,0.85,55,0.1758127289358526,1,17/20,0,0,1,0,0,0,0,0,0
3,271,0.03,0.7,5,5,1,25,2/3+3/5,fraction,add,FR,UD,1.266666666666667,46,0.1207732600159943,1,19/15,0,0,1,0,0,0,0,0,0
